reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
gadget,gar di,garldut,"{'mean_confidence': 0.9429671168327332, 'min_confidence': 0.3267906904220581, 'max_confidence': 0.9999959468841553}","{'mean_confidence': 0.9502003788948059, 'min_confidence': 0.2919924855232239, 'max_confidence': 0.9999970197677612}",2.25,2.1175,2.0,1.0,"{'original_duration': 2.25, 'adjusted_duration': 2.1175, 'phoneme_stats': {'gcl': {'count': 1, 'total_original_duration': 2.024625, 'total_adjusted_duration': 1.9244001283254688, 'tempo_ratio': 1.052081098}, 'g': {'count': 1, 'total_original_duration': 0.3129375, 'total_adjusted_duration': 0.2681539010651209, 'tempo_ratio': 1.167007076}, 'ae': {'count': 1, 'total_original_duration': 0.8558125, 'total_adjusted_duration': 0.6833100808629938, 'tempo_ratio': 1.252451155}, 'dcl': {'count': 1, 'total_original_duration': 0.204375, 'total_adjusted_duration': 0.19501754100122495, 'tempo_ratio': 1.047982653}, 'jh': {'count': 1, 'total_original_duration': 0.319375, 'total_adjusted_duration': 0.24014204968240838, 'tempo_ratio': 1.329942009}, 'ah': {'count': 1, 'total_original_duration': 0.77275, 'total_adjusted_duration': 0.48667609028607, 'tempo_ratio': 1.58781172}, 'noi': {'count': 1, 'total_original_duration': 1.686125, 'total_adjusted_duration': 1.8272996155606531, 'tempo_ratio': 0.922741397}}}",0028.wav
one,wong,rond,"{'mean_confidence': 0.9801307916641235, 'min_confidence': 0.393609881401062, 'max_confidence': 0.9999933242797852}","{'mean_confidence': 0.9725106358528137, 'min_confidence': 0.47408488392829895, 'max_confidence': 0.9999908208847046}",1.35,1.207875,1.0,1.0,"{'original_duration': 1.35, 'adjusted_duration': 1.207875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.0463750000000003, 'total_adjusted_duration': 2.217712358688076, 'tempo_ratio': 0.922741397}, 'w': {'count': 1, 'total_original_duration': 0.3371875, 'total_adjusted_duration': 0.2656103573982468, 'tempo_ratio': 1.269481745}, 'ah': {'count': 1, 'total_original_duration': 0.7779375, 'total_adjusted_duration': 0.4899431653017399, 'tempo_ratio': 1.58781172}, 'n': {'count': 1, 'total_original_duration': 0.544125, 'total_adjusted_duration': 0.4466135768999063, 'tempo_ratio': 1.218335107}}}",0029.wav
torn,toint,tons,"{'mean_confidence': 0.9720172882080078, 'min_confidence': 0.38003355264663696, 'max_confidence': 0.999996542930603}","{'mean_confidence': 0.9746789336204529, 'min_confidence': 0.35230743885040283, 'max_confidence': 0.9999982118606567}",1.8,1.7495625,1.0,1.0,"{'original_duration': 1.8, 'adjusted_duration': 1.7495625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.6401249999999998, 'total_adjusted_duration': 1.7774481618927518, 'tempo_ratio': 0.922741397}, 'tcl': {'count': 1, 'total_original_duration': 1.0371875, 'total_adjusted_duration': 0.9473617994201549, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.378125, 'total_adjusted_duration': 0.3204442996209938, 'tempo_ratio': 1.180002267}, 'ao': {'count': 1, 'total_original_duration': 0.4649375, 'total_adjusted_duration': 0.3900457026307469, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.5211875, 'total_adjusted_duration': 0.47015829662319614, 'tempo_ratio': 1.108536218}, 'n': {'count': 1, 'total_original_duration': 0.8839375, 'total_adjusted_duration': 0.7255290395239347, 'tempo_ratio': 1.218335107}}}",0030.wav
go,grow,grow,"{'mean_confidence': 0.9969400763511658, 'min_confidence': 0.975837230682373, 'max_confidence': 0.9999979734420776}","{'mean_confidence': 0.9827795028686523, 'min_confidence': 0.7208543419837952, 'max_confidence': 0.9999644756317139}",1.5,1.41775,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.41775, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.728625, 'total_adjusted_duration': 1.8733580238407792, 'tempo_ratio': 0.922741397}, 'gcl': {'count': 1, 'total_original_duration': 1.021875, 'total_adjusted_duration': 0.9712891923850533, 'tempo_ratio': 1.052081098}, 'g': {'count': 1, 'total_original_duration': 0.247, 'total_adjusted_duration': 0.21165252986006744, 'tempo_ratio': 1.167007076}, 'ow': {'count': 1, 'total_original_duration': 1.1198125, 'total_adjusted_duration': 1.0199483085256038, 'tempo_ratio': 1.097911032}}}",0031.wav
swarm,warm,orm,"{'mean_confidence': 0.9994210004806519, 'min_confidence': 0.9660696387290955, 'max_confidence': 0.9999995231628418}","{'mean_confidence': 0.9215623736381531, 'min_confidence': 0.2754862606525421, 'max_confidence': 0.9999041557312012}",1.8,1.68825,1.0,1.0,"{'original_duration': 1.8, 'adjusted_duration': 1.68825, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.6196875, 'total_adjusted_duration': 1.7552994861462792, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 1.2926875, 'total_adjusted_duration': 1.0660477019668155, 'tempo_ratio': 1.212598177}, 'w': {'count': 1, 'total_original_duration': 0.3320625, 'total_adjusted_duration': 0.26157327689654963, 'tempo_ratio': 1.269481745}, 'ao': {'count': 1, 'total_original_duration': 0.7204375, 'total_adjusted_duration': 0.6043899467972333, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.413875, 'total_adjusted_duration': 0.3733527089865457, 'tempo_ratio': 1.108536218}, 'm': {'count': 1, 'total_original_duration': 0.5620625, 'total_adjusted_duration': 0.4545282888577489, 'tempo_ratio': 1.236584199}}}",0032.wav
share,ser,ser,"{'mean_confidence': 0.9736777544021606, 'min_confidence': 0.6276142597198486, 'max_confidence': 0.999994158744812}","{'mean_confidence': 0.962738037109375, 'min_confidence': 0.5862420797348022, 'max_confidence': 0.9999921321868896}",1.65,1.60925,1.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.60925, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.08425, 'total_adjusted_duration': 2.25875852842007, 'tempo_ratio': 0.922741397}, 'sh': {'count': 1, 'total_original_duration': 1.100625, 'total_adjusted_duration': 1.0125777814296562, 'tempo_ratio': 1.086953536}, 'eh': {'count': 1, 'total_original_duration': 0.6931875, 'total_adjusted_duration': 0.533488101032524, 'tempo_ratio': 1.299349505}, 'r': {'count': 1, 'total_original_duration': 0.651, 'total_adjusted_duration': 0.5872609206891967, 'tempo_ratio': 1.108536218}}}",0033.wav
giving those who observe him a pronounced feeling of the utmost respect,givin thes ruderving apnantiamen of the most uicpa,giving thotorobeping a pinonce fieling of the atmoncuispat,"{'mean_confidence': 0.9503538608551025, 'min_confidence': 0.3589370846748352, 'max_confidence': 0.9999871253967285}","{'mean_confidence': 0.9341065287590027, 'min_confidence': 0.22184717655181885, 'max_confidence': 0.9999827146530151}",10.8,9.0233125,0.8333333333333334,0.6666666666666666,"{'original_duration': 10.8, 'adjusted_duration': 9.0233125, 'phoneme_stats': {'gcl': {'count': 1, 'total_original_duration': 0.1998125, 'total_adjusted_duration': 0.18992119559969511, 'tempo_ratio': 1.052081098}, 'g': {'count': 1, 'total_original_duration': 0.317, 'total_adjusted_duration': 0.27163502820097724, 'tempo_ratio': 1.167007076}, 'ih': {'count': 4, 'total_original_duration': 1.9913750000000001, 'total_adjusted_duration': 1.606591063121994, 'tempo_ratio': 1.239503347}, 'v': {'count': 3, 'total_original_duration': 0.957875, 'total_adjusted_duration': 0.6950969110227081, 'tempo_ratio': 1.378045255}, 'ng': {'count': 2, 'total_original_duration': 1.013, 'total_adjusted_duration': 0.7267965237722616, 'tempo_ratio': 1.393787624}, 'dh': {'count': 2, 'total_original_duration': 0.4203125, 'total_adjusted_duration': 0.2903728743217681, 'tempo_ratio': 1.447492301}, 'ow': {'count': 2, 'total_original_duration': 1.3988125, 'total_adjusted_duration': 1.2740672597595322, 'tempo_ratio': 1.097911032}, 'z': {'count': 2, 'total_original_duration': 0.5650625, 'total_adjusted_duration': 0.3793100253489219, 'tempo_ratio': 1.489711482}, 'hh': {'count': 2, 'total_original_duration': 0.8750625, 'total_adjusted_duration': 0.7269322452004092, 'tempo_ratio': 1.2037745}, 'uw': {'count': 1, 'total_original_duration': 0.14475, 'total_adjusted_duration': 0.12495831927854385, 'tempo_ratio': 1.158386259}, 'ah': {'count': 6, 'total_original_duration': 2.9973125, 'total_adjusted_duration': 1.887700199114288, 'tempo_ratio': 1.58781172}, 'bcl': {'count': 1, 'total_original_duration': 0.48925, 'total_adjusted_duration': 0.4453131013618368, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.20675, 'total_adjusted_duration': 0.18442740256547782, 'tempo_ratio': 1.121037314}, 'er': {'count': 1, 'total_original_duration': 0.8199375, 'total_adjusted_duration': 0.5996242570390814, 'tempo_ratio': 1.36741883}, 'noi': {'count': 6, 'total_original_duration': 8.151499999999999, 'total_adjusted_duration': 8.834002708128201, 'tempo_ratio': 0.922741397}, 'm': {'count': 2, 'total_original_duration': 0.8750625, 'total_adjusted_duration': 0.7076448985096566, 'tempo_ratio': 1.236584199}, 'pcl': {'count': 2, 'total_original_duration': 0.6408750000000001, 'total_adjusted_duration': 0.4805870600011185, 'tempo_ratio': 1.333525293}, 'p': {'count': 2, 'total_original_duration': 0.496125, 'total_adjusted_duration': 0.367631666055759, 'tempo_ratio': 1.349516502}, 'n': {'count': 2, 'total_original_duration': 0.730375, 'total_adjusted_duration': 0.5994861313636922, 'tempo_ratio': 1.218335107}, 'aw': {'count': 1, 'total_original_duration': 0.985375, 'total_adjusted_duration': 0.723458561030023, 'tempo_ratio': 1.362033782}, 's': {'count': 3, 'total_original_duration': 1.7088750000000001, 'total_adjusted_duration': 1.4092673339059456, 'tempo_ratio': 1.212598177}, 'f': {'count': 1, 'total_original_duration': 0.3238125, 'total_adjusted_duration': 0.2737188798782613, 'tempo_ratio': 1.183011198}, 'iy': {'count': 2, 'total_original_duration': 0.7166250000000001, 'total_adjusted_duration': 0.5673136976926301, 'tempo_ratio': 1.263190018}, 'l': {'count': 1, 'total_original_duration': 0.165375, 'total_adjusted_duration': 0.13666418070217856, 'tempo_ratio': 1.210082987}, 'dcl': {'count': 1, 'total_original_duration': 0.2894375, 'total_adjusted_duration': 0.27618539216412014, 'tempo_ratio': 1.047982653}, 'tcl': {'count': 2, 'total_original_duration': 0.592625, 'total_adjusted_duration': 0.5413006677976444, 'tempo_ratio': 1.09481668}, 't': {'count': 2, 'total_original_duration': 0.668375, 'total_adjusted_duration': 0.5664184033300674, 'tempo_ratio': 1.180002267}, 'r': {'count': 1, 'total_original_duration': 0.4961875, 'total_adjusted_duration': 0.44760603392391823, 'tempo_ratio': 1.108536218}, 'eh': {'count': 1, 'total_original_duration': 0.503, 'total_adjusted_duration': 0.38711678271659483, 'tempo_ratio': 1.299349505}}}",0034.wav
i can read,i can read,i can meat,"{'mean_confidence': 0.9933615922927856, 'min_confidence': 0.6984973549842834, 'max_confidence': 0.9999998807907104}","{'mean_confidence': 0.9863735437393188, 'min_confidence': 0.3556843101978302, 'max_confidence': 0.9999997615814209}",3.0,3.187,0.0,0.3333333333333333,"{'original_duration': 3.0, 'adjusted_duration': 3.187, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 4.1481875, 'total_adjusted_duration': 4.495503847000375, 'tempo_ratio': 0.922741397}, 'ay': {'count': 1, 'total_original_duration': 0.8750625, 'total_adjusted_duration': 0.8429505475610725, 'tempo_ratio': 1.038094705}, 'kcl': {'count': 1, 'total_original_duration': 0.17225, 'total_adjusted_duration': 0.12622165192132992, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.261875, 'total_adjusted_duration': 0.1837918496366436, 'tempo_ratio': 1.424845555}, 'ae': {'count': 1, 'total_original_duration': 0.379, 'total_adjusted_duration': 0.3026066114330822, 'tempo_ratio': 1.252451155}, 'n': {'count': 1, 'total_original_duration': 0.3514375, 'total_adjusted_duration': 0.28845717239928476, 'tempo_ratio': 1.218335107}, 'r': {'count': 1, 'total_original_duration': 0.51675, 'total_adjusted_duration': 0.4661552699940743, 'tempo_ratio': 1.108536218}, 'iy': {'count': 1, 'total_original_duration': 0.937125, 'total_adjusted_duration': 0.7418717585211317, 'tempo_ratio': 1.263190018}, 'dcl': {'count': 1, 'total_original_duration': 0.2963125, 'total_adjusted_duration': 0.2827456152559044, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.3031875, 'total_adjusted_duration': 0.24810340408647638, 'tempo_ratio': 1.222020718}}}",0036.wav
feet,she nt,she nt,"{'mean_confidence': 0.941881000995636, 'min_confidence': 0.4861826002597809, 'max_confidence': 0.9999922513961792}","{'mean_confidence': 0.9319579005241394, 'min_confidence': 0.49314162135124207, 'max_confidence': 0.9999947547912598}",1.35,1.2879375,2.0,2.0,"{'original_duration': 1.35, 'adjusted_duration': 1.2879375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.5136875, 'total_adjusted_duration': 1.6404243972593764, 'tempo_ratio': 0.922741397}, 'f': {'count': 1, 'total_original_duration': 0.5824375, 'total_adjusted_duration': 0.4923347310529854, 'tempo_ratio': 1.183011198}, 'iy': {'count': 1, 'total_original_duration': 0.8430625, 'total_adjusted_duration': 0.6674075063819892, 'tempo_ratio': 1.263190018}, 'tcl': {'count': 1, 'total_original_duration': 0.379375, 'total_adjusted_duration': 0.34651919990842667, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.3831875, 'total_adjusted_duration': 0.3247345456159195, 'tempo_ratio': 1.180002267}}}",0038.wav
sticks,star,stare,"{'mean_confidence': 0.9912636876106262, 'min_confidence': 0.7295474410057068, 'max_confidence': 0.999998927116394}","{'mean_confidence': 0.9944912195205688, 'min_confidence': 0.9006509780883789, 'max_confidence': 0.9999990463256836}",1.95,1.764375,1.0,1.0,"{'original_duration': 1.95, 'adjusted_duration': 1.764375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.4834375, 'total_adjusted_duration': 1.607641647836463, 'tempo_ratio': 0.922741397}, 's': {'count': 2, 'total_original_duration': 1.5664375, 'total_adjusted_duration': 1.2918026183046125, 'tempo_ratio': 1.212598177}, 'tcl': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.14157621347164712, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.2214375, 'total_adjusted_duration': 0.18765853777804647, 'tempo_ratio': 1.180002267}, 'ih': {'count': 1, 'total_original_duration': 1.0350625, 'total_adjusted_duration': 0.8350622872501207, 'tempo_ratio': 1.239503347}, 'kcl': {'count': 1, 'total_original_duration': 0.531375, 'total_adjusted_duration': 0.38938188847429145, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.35425, 'total_adjusted_duration': 0.2486234376468964, 'tempo_ratio': 1.424845555}}}",0039.wav
rate,rate,rate,"{'mean_confidence': 0.9947095513343811, 'min_confidence': 0.5984138250350952, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9907190799713135, 'min_confidence': 0.5881193280220032, 'max_confidence': 0.9999997615814209}",1.8,1.8414375,0.0,0.0,"{'original_duration': 1.8, 'adjusted_duration': 1.8414375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.7181875, 'total_adjusted_duration': 2.945773874280835, 'tempo_ratio': 0.922741397}, 'r': {'count': 1, 'total_original_duration': 0.5058125, 'total_adjusted_duration': 0.4562886550631402, 'tempo_ratio': 1.108536218}, 'ey': {'count': 1, 'total_original_duration': 0.71025, 'total_adjusted_duration': 0.6212705018062855, 'tempo_ratio': 1.14322183}, 'tcl': {'count': 1, 'total_original_duration': 0.6284375, 'total_adjusted_duration': 0.574011623571537, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.378125, 'total_adjusted_duration': 0.3204442996209938, 'tempo_ratio': 1.180002267}}}",0040.wav
knew,nom,no,"{'mean_confidence': 0.9591064453125, 'min_confidence': 0.28249654173851013, 'max_confidence': 0.999991774559021}","{'mean_confidence': 0.9836177229881287, 'min_confidence': 0.7077597379684448, 'max_confidence': 0.9999954700469971}",1.65,1.629375,1.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.629375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.9131875000000003, 'total_adjusted_duration': 3.1571006887425908, 'tempo_ratio': 0.922741397}, 'n': {'count': 1, 'total_original_duration': 0.4965, 'total_adjusted_duration': 0.4075233465303073, 'tempo_ratio': 1.218335107}, 'uw': {'count': 1, 'total_original_duration': 1.119375, 'total_adjusted_duration': 0.966322754006356, 'tempo_ratio': 1.158386259}}}",0041.wav
tip,tailor,tare up,"{'mean_confidence': 0.9939896464347839, 'min_confidence': 0.6265215277671814, 'max_confidence': 0.9999986886978149}","{'mean_confidence': 0.9286794662475586, 'min_confidence': 0.4837745428085327, 'max_confidence': 0.9999678134918213}",1.35,1.20275,1.0,2.0,"{'original_duration': 1.35, 'adjusted_duration': 1.20275, 'phoneme_stats': {'tcl': {'count': 1, 'total_original_duration': 0.961875, 'total_adjusted_duration': 0.8785717440841329, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.2720625, 'total_adjusted_duration': 0.23056099772730348, 'tempo_ratio': 1.180002267}, 'ih': {'count': 1, 'total_original_duration': 0.777875, 'total_adjusted_duration': 0.6275699068362418, 'tempo_ratio': 1.239503347}, 'pcl': {'count': 1, 'total_original_duration': 0.892875, 'total_adjusted_duration': 0.6695598536352622, 'tempo_ratio': 1.333525293}, 'p': {'count': 1, 'total_original_duration': 0.0805, 'total_adjusted_duration': 0.05965099343409141, 'tempo_ratio': 1.349516502}, 'noi': {'count': 1, 'total_original_duration': 0.7204375, 'total_adjusted_duration': 0.7807577533014919, 'tempo_ratio': 0.922741397}}}",0042.wav
know,no,no,"{'mean_confidence': 0.9998701810836792, 'min_confidence': 0.9992399215698242, 'max_confidence': 0.999998927116394}","{'mean_confidence': 0.9997828006744385, 'min_confidence': 0.9883042573928833, 'max_confidence': 0.9999991655349731}",1.5,1.4571875,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.4571875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.5844375, 'total_adjusted_duration': 2.8008253541051435, 'tempo_ratio': 0.922741397}, 'n': {'count': 1, 'total_original_duration': 0.5109375, 'total_adjusted_duration': 0.41937353447699677, 'tempo_ratio': 1.218335107}, 'ow': {'count': 1, 'total_original_duration': 1.0219375, 'total_adjusted_duration': 0.9308017409556368, 'tempo_ratio': 1.097911032}}}",0043.wav
he dresses himself in an ancient black frock coat,e dwelsthemserves in ancient black ok count,he dereved himself in ancient blackfok count,"{'mean_confidence': 0.960113525390625, 'min_confidence': 0.4235817492008209, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9628374576568604, 'min_confidence': 0.34709617495536804, 'max_confidence': 0.9999995231628418}",9.15,7.776875,0.6666666666666666,0.5555555555555556,"{'original_duration': 9.15, 'adjusted_duration': 7.776875, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 4.940625, 'total_adjusted_duration': 5.354289962564668, 'tempo_ratio': 0.922741397}, 'hh': {'count': 2, 'total_original_duration': 0.6408125, 'total_adjusted_duration': 0.5323359981458321, 'tempo_ratio': 1.2037745}, 'iy': {'count': 1, 'total_original_duration': 0.482375, 'total_adjusted_duration': 0.38187049701654624, 'tempo_ratio': 1.263190018}, 'dcl': {'count': 1, 'total_original_duration': 0.23425, 'total_adjusted_duration': 0.22352469225461502, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.1791875, 'total_adjusted_duration': 0.1466321293580556, 'tempo_ratio': 1.222020718}, 'r': {'count': 2, 'total_original_duration': 0.310125, 'total_adjusted_duration': 0.2797608187845424, 'tempo_ratio': 1.108536218}, 'eh': {'count': 2, 'total_original_duration': 0.8131250000000001, 'total_adjusted_duration': 0.625793904466066, 'tempo_ratio': 1.299349505}, 's': {'count': 2, 'total_original_duration': 0.7235, 'total_adjusted_duration': 0.5966527195265608, 'tempo_ratio': 1.212598177}, 'ah': {'count': 2, 'total_original_duration': 0.6821875, 'total_adjusted_duration': 0.4296400457353974, 'tempo_ratio': 1.58781172}, 'z': {'count': 1, 'total_original_duration': 0.2480625, 'total_adjusted_duration': 0.16651714308260934, 'tempo_ratio': 1.489711482}, 'ih': {'count': 2, 'total_original_duration': 1.5848125, 'total_adjusted_duration': 1.2785867047763606, 'tempo_ratio': 1.239503347}, 'm': {'count': 1, 'total_original_duration': 0.4755, 'total_adjusted_duration': 0.3845269900622432, 'tempo_ratio': 1.236584199}, 'l': {'count': 2, 'total_original_duration': 0.73725, 'total_adjusted_duration': 0.609255735284542, 'tempo_ratio': 1.210082987}, 'n': {'count': 4, 'total_original_duration': 1.846625, 'total_adjusted_duration': 1.5156954678479935, 'tempo_ratio': 1.218335107}, 'ae': {'count': 2, 'total_original_duration': 1.3367499999999999, 'total_adjusted_duration': 1.0673070919081071, 'tempo_ratio': 1.252451155}, 'ey': {'count': 1, 'total_original_duration': 0.61325, 'total_adjusted_duration': 0.5364225768851877, 'tempo_ratio': 1.14322183}, 'ch': {'count': 1, 'total_original_duration': 0.4685625, 'total_adjusted_duration': 0.4554767978070554, 'tempo_ratio': 1.028729679}, 'bcl': {'count': 1, 'total_original_duration': 1.474625, 'total_adjusted_duration': 1.342196897487376, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.2963125, 'total_adjusted_duration': 0.26431992610729454, 'tempo_ratio': 1.121037314}, 'kcl': {'count': 3, 'total_original_duration': 2.728625, 'total_adjusted_duration': 1.9994865310527656, 'tempo_ratio': 1.364662856}, 'k': {'count': 3, 'total_original_duration': 1.1576875, 'total_adjusted_duration': 0.8125003414843792, 'tempo_ratio': 1.424845555}, 'f': {'count': 1, 'total_original_duration': 0.4203125, 'total_adjusted_duration': 0.35529038162156096, 'tempo_ratio': 1.183011198}, 'aa': {'count': 1, 'total_original_duration': 0.937125, 'total_adjusted_duration': 0.7241147705526262, 'tempo_ratio': 1.294166392}, 'ow': {'count': 1, 'total_original_duration': 0.7441875, 'total_adjusted_duration': 0.6778213154888856, 'tempo_ratio': 1.097911032}, 'tcl': {'count': 1, 'total_original_duration': 0.7028125, 'total_adjusted_duration': 0.641945371164787, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.4134375, 'total_adjusted_duration': 0.35037008958559906, 'tempo_ratio': 1.180002267}}}",0044.wav
