reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
TEAR AS IN TEAR UP THAT PAPER,DER,DER,"{'mean_confidence': 0.9793769121170044, 'min_confidence': 0.45932111144065857, 'max_confidence': 0.9999983310699463}","{'mean_confidence': 0.9732056856155396, 'min_confidence': 0.39018145203590393, 'max_confidence': 0.9999958276748657}",2.825,2.4380625,1.0,1.0,"{'original_duration': 2.825, 'adjusted_duration': 2.4380625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.05, 'total_adjusted_duration': 1.9446415752378408, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 1, 'total_original_duration': 0.0425, 'total_adjusted_duration': 0.02727924648163929, 'tempo_ratio': 1.557960922}, 'th': {'count': 1, 'total_original_duration': 0.16, 'total_adjusted_duration': 0.11123772111279753, 'tempo_ratio': 1.438361002}, 'eh': {'count': 1, 'total_original_duration': 0.1375, 'total_adjusted_duration': 0.08690288783232351, 'tempo_ratio': 1.582225901}, 'r': {'count': 1, 'total_original_duration': 0.42, 'total_adjusted_duration': 0.2680326276475012, 'tempo_ratio': 1.566973408}}}",0065.wav
BEAT,BET,BID,"{'mean_confidence': 0.9686399102210999, 'min_confidence': 0.40743735432624817, 'max_confidence': 0.9999934434890747}","{'mean_confidence': 0.9830707907676697, 'min_confidence': 0.4669172763824463, 'max_confidence': 0.9999793767929077}",2.49,2.08575,1.0,1.0,"{'original_duration': 2.49, 'adjusted_duration': 2.08575, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.68, 'total_adjusted_duration': 1.593657486048572, 'tempo_ratio': 1.05417884}, 'bcl': {'count': 1, 'total_original_duration': 0.19, 'total_adjusted_duration': 0.11779499306963387, 'tempo_ratio': 1.612971783}, 'b': {'count': 1, 'total_original_duration': 0.0425, 'total_adjusted_duration': 0.025401051129921654, 'tempo_ratio': 1.673159106}, 'iy': {'count': 1, 'total_original_duration': 0.1175, 'total_adjusted_duration': 0.07553593967416743, 'tempo_ratio': 1.555550914}, 'tcl': {'count': 1, 'total_original_duration': 0.1325, 'total_adjusted_duration': 0.0790892411050545, 'tempo_ratio': 1.675322688}, 't': {'count': 1, 'total_original_duration': 0.32, 'total_adjusted_duration': 0.19423569932152288, 'tempo_ratio': 1.647482935}}}",0066.wav
SHIP,CHIP,CIP,"{'mean_confidence': 0.9728530645370483, 'min_confidence': 0.7149783372879028, 'max_confidence': 0.999984860420227}","{'mean_confidence': 0.9660618901252747, 'min_confidence': 0.5546334981918335, 'max_confidence': 0.9999895095825195}",2.48,2.1064375,1.0,1.0,"{'original_duration': 2.48, 'adjusted_duration': 2.1064375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.7175000000000002, 'total_adjusted_duration': 1.629230197790728, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 1, 'total_original_duration': 0.1, 'total_adjusted_duration': 0.06418646230973951, 'tempo_ratio': 1.557960922}, 'ch': {'count': 1, 'total_original_duration': 0.175, 'total_adjusted_duration': 0.1255128881560836, 'tempo_ratio': 1.394279126}, 'ih': {'count': 1, 'total_original_duration': 0.0925, 'total_adjusted_duration': 0.05556488718611697, 'tempo_ratio': 1.664720378}, 'pcl': {'count': 1, 'total_original_duration': 0.1425, 'total_adjusted_duration': 0.08535864335512731, 'tempo_ratio': 1.66942672}, 'p': {'count': 1, 'total_original_duration': 0.24, 'total_adjusted_duration': 0.14657597702344363, 'tempo_ratio': 1.637376089}}}",0067.wav
RAKE,RAK,RICK,"{'mean_confidence': 0.9720425009727478, 'min_confidence': 0.5202195644378662, 'max_confidence': 0.9999970197677612}","{'mean_confidence': 0.9744322299957275, 'min_confidence': 0.5215467810630798, 'max_confidence': 0.9999634027481079}",2.435,2.1393125,1.0,1.0,"{'original_duration': 2.435, 'adjusted_duration': 2.1393125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.9675, 'total_adjusted_duration': 1.8663816094050985, 'tempo_ratio': 1.05417884}, 'r': {'count': 1, 'total_original_duration': 0.1175, 'total_adjusted_duration': 0.07498531844900332, 'tempo_ratio': 1.566973408}, 'ey': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.1009829772916999, 'tempo_ratio': 1.534912162}, 'k': {'count': 1, 'total_original_duration': 0.1925, 'total_adjusted_duration': 0.09691965033222823, 'tempo_ratio': 1.98618133}}}",0068.wav
TROUBLE,TU TUEBOR,JU DLABOS,"{'mean_confidence': 0.9518386721611023, 'min_confidence': 0.3402003347873688, 'max_confidence': 0.9999980926513672}","{'mean_confidence': 0.9485353231430054, 'min_confidence': 0.2994682788848877, 'max_confidence': 0.9999961853027344}",3.01,2.388875,2.0,2.0,"{'original_duration': 3.01, 'adjusted_duration': 2.388875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.755, 'total_adjusted_duration': 1.6648029095328833, 'tempo_ratio': 1.05417884}, 'tcl': {'count': 2, 'total_original_duration': 0.31, 'total_adjusted_duration': 0.1850389791891841, 'tempo_ratio': 1.675322688}, 't': {'count': 2, 'total_original_duration': 0.1475, 'total_adjusted_duration': 0.08953051765601444, 'tempo_ratio': 1.647482935}, 'r': {'count': 2, 'total_original_duration': 0.2525, 'total_adjusted_duration': 0.16113866304998584, 'tempo_ratio': 1.566973408}, 'ah': {'count': 2, 'total_original_duration': 0.2025, 'total_adjusted_duration': 0.09552340249253777, 'tempo_ratio': 2.119899362}, 'bcl': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.06044743065415423, 'tempo_ratio': 1.612971783}, 'b': {'count': 1, 'total_original_duration': 0.0775, 'total_adjusted_duration': 0.04631956382515125, 'tempo_ratio': 1.673159106}, 'l': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.08614718806982874, 'tempo_ratio': 1.799246191}}}",0069.wav
FEET,BEAT,GIT,"{'mean_confidence': 0.9979525804519653, 'min_confidence': 0.9040713906288147, 'max_confidence': 0.9999996423721313}","{'mean_confidence': 0.9832817316055298, 'min_confidence': 0.5031477808952332, 'max_confidence': 0.9999986886978149}",2.6,2.307375,1.0,1.0,"{'original_duration': 2.6, 'adjusted_duration': 2.307375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.1375, 'total_adjusted_duration': 2.027644569302871, 'tempo_ratio': 1.05417884}, 'f': {'count': 1, 'total_original_duration': 0.0475, 'total_adjusted_duration': 0.02912934338463465, 'tempo_ratio': 1.630658109}, 'iy': {'count': 1, 'total_original_duration': 0.1825, 'total_adjusted_duration': 0.1173217786428558, 'tempo_ratio': 1.555550914}, 'tcl': {'count': 1, 'total_original_duration': 0.03, 'total_adjusted_duration': 0.017906997986050076, 'tempo_ratio': 1.675322688}, 't': {'count': 1, 'total_original_duration': 0.19, 'total_adjusted_duration': 0.1153274464721542, 'tempo_ratio': 1.647482935}}}",0070.wav
TRACE,DRUTH,DRUK,"{'mean_confidence': 0.9865708947181702, 'min_confidence': 0.5252580046653748, 'max_confidence': 0.9999971389770508}","{'mean_confidence': 0.9720811247825623, 'min_confidence': 0.3274884819984436, 'max_confidence': 0.9999922513961792}",2.885,2.4063125,1.0,1.0,"{'original_duration': 2.885, 'adjusted_duration': 2.4063125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.9300000000000002, 'total_adjusted_duration': 1.8308088976629429, 'tempo_ratio': 1.05417884}, 'tcl': {'count': 1, 'total_original_duration': 0.485, 'total_adjusted_duration': 0.2894964674411429, 'tempo_ratio': 1.675322688}, 't': {'count': 1, 'total_original_duration': 0.06, 'total_adjusted_duration': 0.036419193622785534, 'tempo_ratio': 1.647482935}, 'r': {'count': 1, 'total_original_duration': 0.0675, 'total_adjusted_duration': 0.04307667230049127, 'tempo_ratio': 1.566973408}, 'ey': {'count': 1, 'total_original_duration': 0.1325, 'total_adjusted_duration': 0.0863241580074209, 'tempo_ratio': 1.534912162}, 's': {'count': 1, 'total_original_duration': 0.2025, 'total_adjusted_duration': 0.12017740955962843, 'tempo_ratio': 1.685008861}}}",0071.wav
FLOOR,FLOR,FLORE,"{'mean_confidence': 0.98190838098526, 'min_confidence': 0.5289812684059143, 'max_confidence': 0.9999890327453613}","{'mean_confidence': 0.9766356945037842, 'min_confidence': 0.4753909111022949, 'max_confidence': 0.9999915361404419}",3.01,2.55625,1.0,1.0,"{'original_duration': 3.01, 'adjusted_duration': 2.55625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.1500000000000004, 'total_adjusted_duration': 2.0395021398835897, 'tempo_ratio': 1.05417884}, 'f': {'count': 1, 'total_original_duration': 0.315, 'total_adjusted_duration': 0.19317354034020873, 'tempo_ratio': 1.630658109}, 'l': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.08614718806982874, 'tempo_ratio': 1.799246191}, 'ao': {'count': 1, 'total_original_duration': 0.17, 'total_adjusted_duration': 0.09859714285791009, 'tempo_ratio': 1.724187893}, 'r': {'count': 1, 'total_original_duration': 0.2175, 'total_adjusted_duration': 0.13880261074602743, 'tempo_ratio': 1.566973408}}}",0072.wav
DARK,DADGE,DEAT,"{'mean_confidence': 0.9893810153007507, 'min_confidence': 0.6013020277023315, 'max_confidence': 0.9999964237213135}","{'mean_confidence': 0.9831576347351074, 'min_confidence': 0.5458393096923828, 'max_confidence': 0.9999946355819702}",2.78,2.3696875,1.0,1.0,"{'original_duration': 2.78, 'adjusted_duration': 2.3696875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.115, 'total_adjusted_duration': 2.0063009422575773, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 1, 'total_original_duration': 0.115, 'total_adjusted_duration': 0.07381443165620043, 'tempo_ratio': 1.557960922}, 'd': {'count': 1, 'total_original_duration': 0.0425, 'total_adjusted_duration': 0.023737496638086282, 'tempo_ratio': 1.790416262}, 'aa': {'count': 1, 'total_original_duration': 0.0675, 'total_adjusted_duration': 0.03605776962387141, 'tempo_ratio': 1.871995986}, 'r': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.0622218599895985, 'tempo_ratio': 1.566973408}, 'kcl': {'count': 1, 'total_original_duration': 0.02, 'total_adjusted_duration': 0.010167442904585839, 'tempo_ratio': 1.967062927}, 'k': {'count': 1, 'total_original_duration': 0.3125, 'total_adjusted_duration': 0.1573370946951757, 'tempo_ratio': 1.98618133}}}",0073.wav
RAVE,RAVE,HURA,"{'mean_confidence': 0.9900192618370056, 'min_confidence': 0.7316619753837585, 'max_confidence': 0.9999970197677612}","{'mean_confidence': 0.966545820236206, 'min_confidence': 0.37717050313949585, 'max_confidence': 0.9999954700469971}",2.925,2.5371875,0.0,1.0,"{'original_duration': 2.925, 'adjusted_duration': 2.5371875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.27, 'total_adjusted_duration': 2.153334817458487, 'tempo_ratio': 1.05417884}, 'r': {'count': 1, 'total_original_duration': 0.1675, 'total_adjusted_duration': 0.10689396459751538, 'tempo_ratio': 1.566973408}, 'ey': {'count': 1, 'total_original_duration': 0.1775, 'total_adjusted_duration': 0.11564179657597892, 'tempo_ratio': 1.534912162}, 'v': {'count': 1, 'total_original_duration': 0.2875, 'total_adjusted_duration': 0.16136803226482802, 'tempo_ratio': 1.781641605}}}",0074.wav
SWORE,TOER,TWER,"{'mean_confidence': 0.9783963561058044, 'min_confidence': 0.3962721824645996, 'max_confidence': 0.9999947547912598}","{'mean_confidence': 0.9846591353416443, 'min_confidence': 0.5980579257011414, 'max_confidence': 0.9999947547912598}",3.795,3.2295625,1.0,1.0,"{'original_duration': 3.795, 'adjusted_duration': 3.2295625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.7350000000000003, 'total_adjusted_duration': 2.594436443061217, 'tempo_ratio': 1.05417884}, 's': {'count': 1, 'total_original_duration': 0.2675, 'total_adjusted_duration': 0.1587528743565462, 'tempo_ratio': 1.685008861}, 'w': {'count': 1, 'total_original_duration': 0.145, 'total_adjusted_duration': 0.08259987276224455, 'tempo_ratio': 1.755450646}, 'ao': {'count': 1, 'total_original_duration': 0.1975, 'total_adjusted_duration': 0.11454668067316025, 'tempo_ratio': 1.724187893}, 'r': {'count': 1, 'total_original_duration': 0.4375, 'total_adjusted_duration': 0.27920065379948045, 'tempo_ratio': 1.566973408}}}",0075.wav
AIR,EH,EH,"{'mean_confidence': 0.9866929650306702, 'min_confidence': 0.4997411072254181, 'max_confidence': 0.9999935626983643}","{'mean_confidence': 0.9906173348426819, 'min_confidence': 0.33771705627441406, 'max_confidence': 0.999987006187439}",3.395,3.0594375,1.0,1.0,"{'original_duration': 3.395, 'adjusted_duration': 3.0594375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.8875, 'total_adjusted_duration': 2.739098804145983, 'tempo_ratio': 1.05417884}, 'eh': {'count': 1, 'total_original_duration': 0.315, 'total_adjusted_duration': 0.19908661576132294, 'tempo_ratio': 1.582225901}, 'r': {'count': 1, 'total_original_duration': 0.19, 'total_adjusted_duration': 0.1212528553643458, 'tempo_ratio': 1.566973408}}}",0076.wav
YOU WISHED TO KNOW ALL ABOUT MY GRANDFATHER,YOU WAT I DO NO AR AL ABOUT MY MY MIT GO GRANDPLA,YOU WATDO NO A UPON MY MY MIND GED GWEMBLEY,"{'mean_confidence': 0.9512563943862915, 'min_confidence': 0.43307656049728394, 'max_confidence': 0.9999990463256836}","{'mean_confidence': 0.9360091090202332, 'min_confidence': 0.30231696367263794, 'max_confidence': 0.9999983310699463}",11.88,8.7506875,1.25,1.0,"{'original_duration': 11.88, 'adjusted_duration': 8.7506875, 'phoneme_stats': {'noi': {'count': 5, 'total_original_duration': 5.434999999999999, 'total_adjusted_duration': 5.1556716884964215, 'tempo_ratio': 1.05417884}, 'y': {'count': 1, 'total_original_duration': 0.125, 'total_adjusted_duration': 0.0643741767791649, 'tempo_ratio': 1.941772404}, 'uw': {'count': 3, 'total_original_duration': 0.8575, 'total_adjusted_duration': 0.4750161323787876, 'tempo_ratio': 1.805201848}, 'w': {'count': 1, 'total_original_duration': 0.11, 'total_adjusted_duration': 0.06266197244032345, 'tempo_ratio': 1.755450646}, 'ah': {'count': 3, 'total_original_duration': 1.13, 'total_adjusted_duration': 0.5330441719336675, 'tempo_ratio': 2.119899362}, 'tcl': {'count': 2, 'total_original_duration': 0.4075, 'total_adjusted_duration': 0.24323672264384685, 'tempo_ratio': 1.675322688}, 't': {'count': 2, 'total_original_duration': 0.1325, 'total_adjusted_duration': 0.08042571925031806, 'tempo_ratio': 1.647482935}, 'n': {'count': 3, 'total_original_duration': 0.27, 'total_adjusted_duration': 0.15535350964715, 'tempo_ratio': 1.737971679}, 'ow': {'count': 1, 'total_original_duration': 0.2825, 'total_adjusted_duration': 0.17309375926706455, 'tempo_ratio': 1.632063462}, 'ao': {'count': 1, 'total_original_duration': 0.35, 'total_adjusted_duration': 0.2029941176486384, 'tempo_ratio': 1.724187893}, 'l': {'count': 1, 'total_original_duration': 0.3275, 'total_adjusted_duration': 0.18202067156689622, 'tempo_ratio': 1.799246191}, 'bcl': {'count': 1, 'total_original_duration': 0.0475, 'total_adjusted_duration': 0.029448748267408467, 'tempo_ratio': 1.612971783}, 'b': {'count': 1, 'total_original_duration': 0.055, 'total_adjusted_duration': 0.03287194852107508, 'tempo_ratio': 1.673159106}, 'aw': {'count': 1, 'total_original_duration': 0.2875, 'total_adjusted_duration': 0.1468692672167718, 'tempo_ratio': 1.957523214}, 'm': {'count': 1, 'total_original_duration': 0.125, 'total_adjusted_duration': 0.07134291504563126, 'tempo_ratio': 1.752101101}, 'ay': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.1120266048509199, 'tempo_ratio': 1.361283779}, 'g': {'count': 2, 'total_original_duration': 0.16749999999999998, 'total_adjusted_duration': 0.1071873948309678, 'tempo_ratio': 1.562683749}, 'r': {'count': 2, 'total_original_duration': 0.18, 'total_adjusted_duration': 0.11487112613464338, 'tempo_ratio': 1.566973408}, 'ae': {'count': 2, 'total_original_duration': 0.11499999999999999, 'total_adjusted_duration': 0.06569020882633489, 'tempo_ratio': 1.750641413}, 'f': {'count': 2, 'total_original_duration': 0.1975, 'total_adjusted_duration': 0.12111674354663882, 'tempo_ratio': 1.630658109}, 'aa': {'count': 2, 'total_original_duration': 0.1875, 'total_adjusted_duration': 0.10016047117742058, 'tempo_ratio': 1.871995986}, 'dcl': {'count': 1, 'total_original_duration': 0.18, 'total_adjusted_duration': 0.1155356321575311, 'tempo_ratio': 1.557960922}, 'd': {'count': 1, 'total_original_duration': 0.09, 'total_adjusted_duration': 0.050267639939476826, 'tempo_ratio': 1.790416262}, 'er': {'count': 2, 'total_original_duration': 0.4475, 'total_adjusted_duration': 0.22107288212015902, 'tempo_ratio': 2.024219324}, 'gcl': {'count': 1, 'total_original_duration': 0.13, 'total_adjusted_duration': 0.09503924716259944, 'tempo_ratio': 1.367855953}, 'dh': {'count': 1, 'total_original_duration': 0.0875, 'total_adjusted_duration': 0.039214454488079906, 'tempo_ratio': 2.231320087}}}",0077.wav
STORE,DOR,DOR,"{'mean_confidence': 0.9866472482681274, 'min_confidence': 0.41617441177368164, 'max_confidence': 0.9999992847442627}","{'mean_confidence': 0.9874953627586365, 'min_confidence': 0.5220425724983215, 'max_confidence': 0.9999958276748657}",3.23,2.667875,1.0,1.0,"{'original_duration': 3.23, 'adjusted_duration': 2.667875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.0875, 'total_adjusted_duration': 1.9802142869799968, 'tempo_ratio': 1.05417884}, 'tcl': {'count': 1, 'total_original_duration': 0.6825, 'total_adjusted_duration': 0.4073842041826392, 'tempo_ratio': 1.675322688}, 't': {'count': 1, 'total_original_duration': 0.0525, 'total_adjusted_duration': 0.031866794419937346, 'tempo_ratio': 1.647482935}, 'ao': {'count': 1, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.10004710084111464, 'tempo_ratio': 1.724187893}, 'r': {'count': 1, 'total_original_duration': 0.2325, 'total_adjusted_duration': 0.14837520459058104, 'tempo_ratio': 1.566973408}}}",0078.wav
FEED,HE FED,SHE FED,"{'mean_confidence': 0.9764934778213501, 'min_confidence': 0.576483964920044, 'max_confidence': 0.9999977350234985}","{'mean_confidence': 0.954195499420166, 'min_confidence': 0.36665332317352295, 'max_confidence': 0.9999866485595703}",3.38,2.996375,2.0,2.0,"{'original_duration': 3.38, 'adjusted_duration': 2.996375, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 2.79, 'total_adjusted_duration': 2.6466097536163784, 'tempo_ratio': 1.05417884}, 'f': {'count': 1, 'total_original_duration': 0.1, 'total_adjusted_duration': 0.06132493344133611, 'tempo_ratio': 1.630658109}, 'iy': {'count': 1, 'total_original_duration': 0.17, 'total_adjusted_duration': 0.1092860403796465, 'tempo_ratio': 1.555550914}, 'dcl': {'count': 1, 'total_original_duration': 0.0725, 'total_adjusted_duration': 0.046535185174561136, 'tempo_ratio': 1.557960922}, 'd': {'count': 1, 'total_original_duration': 0.2375, 'total_adjusted_duration': 0.13265071650695273, 'tempo_ratio': 1.790416262}}}",0079.wav
GOAT,GOD,VOTIM,"{'mean_confidence': 0.9920608401298523, 'min_confidence': 0.5007060170173645, 'max_confidence': 0.9999995231628418}","{'mean_confidence': 0.9731858968734741, 'min_confidence': 0.3740309178829193, 'max_confidence': 0.999993085861206}",2.82,2.4643125,1.0,1.0,"{'original_duration': 2.82, 'adjusted_duration': 2.4643125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.155, 'total_adjusted_duration': 2.0442451681158764, 'tempo_ratio': 1.05417884}, 'gcl': {'count': 1, 'total_original_duration': 0.14, 'total_adjusted_duration': 0.1023499584827994, 'tempo_ratio': 1.367855953}, 'g': {'count': 1, 'total_original_duration': 0.0725, 'total_adjusted_duration': 0.04639454403131442, 'tempo_ratio': 1.562683749}, 'ow': {'count': 1, 'total_original_duration': 0.155, 'total_adjusted_duration': 0.09497179711998233, 'tempo_ratio': 1.632063462}, 'tcl': {'count': 1, 'total_original_duration': 0.12, 'total_adjusted_duration': 0.0716279919442003, 'tempo_ratio': 1.675322688}, 't': {'count': 1, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.1047051816655084, 'tempo_ratio': 1.647482935}}}",0080.wav
